time,strain,strain_rate,stress
0,0.4649797400629559,0.09005737131291819,92.99594801259119
1,0.5550371113758741,0.07424470960356885,111.00742227517482
2,0.6134691592700936,-0.0794722704783963,122.69383185401873
3,0.39609257041908147,-0.05810965166694662,79.21851408381629
4,0.49724985593620036,-0.09755700074917273,99.44997118724007
5,0.200978568920736,-0.20127763475584465,40.1957137841472
6,0.09469458642451103,-0.06840782243406043,18.938917284902207
7,0.06416292405261516,0.18267100928465013,12.832584810523032
8,0.46003660499381127,0.5145306820345434,92.00732099876225
9,1.093224288121702,0.08988545653962576,218.6448576243404
10,0.6398075180730628,-0.14048125034047682,127.96150361461255
11,0.8122617874407484,-0.2213753760056025,162.4523574881497
12,0.1970567660618578,-0.14566153575304186,39.41135321237156
13,0.5209387159346647,-0.04328444167885616,104.18774318693293
14,0.11048788270414547,-0.2220700251324184,22.097576540829095
15,0.07679866566982782,0.06274595023536905,15.359733133965564
16,0.23597978317488358,-0.003434802351576567,47.19595663497672
17,0.06992906096667469,-0.04855112858005588,13.985812193334937
18,0.13887752601477182,0.030563064447986045,27.775505202954363
19,0.13105518986264678,0.09929805241262626,26.211037972529354
20,0.33747363084002435,0.10785834708603158,67.49472616800487
21,0.34677188403470993,0.1063742014297206,69.35437680694199
22,0.5502220336994655,0.06099859447465039,110.0444067398931
23,0.4687690729840107,-0.11773739826875945,93.75381459680214
24,0.31474723716194664,-0.15619234837282187,62.94944743238933
25,0.156384376238367,-0.09150149299076694,31.276875247673402
26,0.13174425118041275,0.02721984284426833,26.348850236082548
27,0.21082406192690367,0.04327403275527149,42.164812385380735
28,0.21829231669095572,0.11545734598861374,43.65846333819115
29,0.44173875390413114,0.12873968305738714,88.34775078082623
30,0.47577168280573,0.14369323133827902,95.154336561146
31,0.7291252165806892,0.19255390987869547,145.82504331613785
32,0.860879502563121,0.07664071742952644,172.1759005126242
33,0.8824066514397421,-0.02418762395868551,176.48133028794842
34,0.8125042546457499,-0.354621583804679,162.50085092914998
35,0.17316348383038402,-0.37775561523306234,34.632696766076805
36,0.056993024179625276,-0.043849648982132464,11.398604835925056
37,0.08546418586611909,0.031994566865045614,17.092837173223817
38,0.1209821579097165,0.22524166013819982,24.1964315819433
39,0.5359475061425187,0.1959811405900925,107.18950122850374
40,0.5129444390899015,-0.13205848290184521,102.58888781798031
41,0.2718305403388283,-0.05539856134638149,54.36610806776566
42,0.4021473163971385,-0.0958240544440114,80.42946327942771
43,0.08018243145080549,-0.14223866832687787,16.036486290161097
44,0.11766997974338275,0.05175771278810481,23.53399594867655
45,0.1836978570270151,0.05690346428834571,36.73957140540302
46,0.23147690832007417,0.0015201980171440088,46.29538166401483
47,0.18673825306130312,-0.00351209115111753,37.34765061226062
48,0.2244527260178391,-0.02664556562015319,44.890545203567825
49,0.13344712182099674,0.30958556395478387,26.68942436419935
50,0.8436238539274068,0.33795237009272633,168.72477078548135
51,0.8093518620064494,-0.28106572554803155,161.87037240128987
52,0.28149240283134364,-0.24937445418116072,56.29848056626873
53,0.31060295364412793,-0.13778337696025664,62.12059072882559
54,0.005925648910830377,0.05092699034323159,1.1851297821660753
55,0.4124569343305911,0.03512955089075132,82.49138686611822
56,0.07618475069233302,-0.02160516142014876,15.236950138466604
57,0.3692466114902936,0.10465230237737082,73.84932229805872
58,0.28548935544707466,0.05026241115383734,57.09787108941493
59,0.46977143379796826,0.09486522293577943,93.95428675959366
60,0.4752198013186335,0.052089592129133166,95.0439602637267
61,0.5739506180562346,-0.007536105425406003,114.79012361124691
62,0.4601475904678215,-0.13515432927797,92.0295180935643
63,0.3036419595002946,-0.17098623310547195,60.728391900058924
64,0.11817512425687762,0.19378463129774937,23.635024851375526
65,0.6912112220957933,0.07957468268000252,138.24224441915868
66,0.27732448961688266,-0.32665318216670824,55.46489792337653
67,0.037904857762376815,0.3414604253929937,7.580971552475363
68,0.96024534040287,0.01220132415831975,192.04906808057402
69,0.06230750607901631,-0.37051800625066533,12.461501215803263
70,0.21920932790153932,0.05955208318729428,43.84186558030787
71,0.18141167245360487,0.16604519536737472,36.28233449072098
72,0.5512997186362888,0.039425473216731496,110.25994372725776
73,0.26026261888706786,0.046177522968203044,52.052523777413576
74,0.6436547645726949,0.017182567068070226,128.730952914539
75,0.2946277530232083,0.15135434320067398,58.925550604641664
76,0.9463634509740428,-0.07629256915334348,189.27269019480858
77,0.14204261471652135,-0.2695175034011065,28.40852294330427
78,0.4073284441718299,0.027280017836883427,81.46568883436598
79,0.1966026503902882,0.24675241316765645,39.320530078057644
80,0.9008332705071428,-0.015225075267234836,180.16665410142855
81,0.16615249985581854,-0.1337288681614302,33.23049997116371
82,0.6333755341842824,0.20088131831343561,126.67510683685647
83,0.5679151364826898,-0.06285951565273884,113.58302729653795
84,0.5076565028788047,-0.1587922955157479,101.53130057576094
85,0.250330545451194,0.10507478836093992,50.0661090902388
86,0.7178060796006845,0.09260090728988146,143.5612159201369
87,0.4355323600309569,-0.33704501317943913,87.10647200619138
88,0.04371605324180623,-0.046330362082947246,8.743210648361247
89,0.3428716358650624,0.03246624634061971,68.57432717301248
90,0.10864854592304565,-0.15427345918674515,21.72970918460913
91,0.03432471749157214,0.28154275144598406,6.864943498314428
92,0.6717340488150138,0.17162337821613727,134.34680976300274
93,0.37757147392384666,-0.3031920722543937,75.51429478476933
94,0.06534990430622636,0.2158351456910881,13.069980861245273
95,0.8092417653060229,0.09346667520154035,161.84835306120456
96,0.25228325470930707,0.01638905885399744,50.45665094186141
97,0.8420198830140178,0.0542512316666007,168.40397660280354
98,0.3607857180425085,-0.19940370036900207,72.1571436085017
99,0.4432124822760136,-0.016877611847198604,88.64249645520272
100,0.32703049434811127,-0.21473993456440651,65.40609886962226
101,0.01373261314720057,0.323581773475858,2.746522629440114
102,0.9741940412998272,0.13098565646758575,194.83880825996545
103,0.2757039260823721,-0.4862949781613723,55.14078521647442
104,0.0016040849770825912,0.01717507581067515,0.32081699541651826
105,0.3100540777037224,0.07431267572200226,62.01081554074448
106,0.1502294364210871,-0.10795719636845058,30.04588728421742
107,0.09413968496682124,0.19543407632315768,18.827936993364247
108,0.5410975890674025,-0.027138660781971687,108.2195178134805
109,0.03986236340287786,0.16047614004050192,7.972472680575573
110,0.8620498691484063,-0.015375388182091358,172.40997382968126
111,0.009111587038695145,-0.3320549139620723,1.822317407739029
112,0.19794004122426173,0.011027008474095986,39.58800824485235
113,0.031165603986887117,-0.020862148539389544,6.233120797377423
114,0.15621574414548264,0.24315170780172282,31.24314882909653
115,0.5174690195903328,-0.04035206591840333,103.49380391806655
116,0.07551161230867598,0.13572920738099914,15.102322461735195
117,0.788927434352331,-0.03479982947443995,157.7854868704662
118,0.0059119533597960724,-0.08060713784077839,1.1823906719592145
119,0.6277131586707743,0.08332250856021103,125.54263173415485
120,0.17255697048021815,-0.0950490532550308,34.51139409604363
121,0.43761505216071267,-0.07544167948784995,87.52301043214253
122,0.021673611504518235,-0.1948375953484114,4.334722300903647
123,0.047939861463889843,0.19701319268444334,9.58797229277797
124,0.4156999968734049,0.0033212760728514833,83.13999937468098
125,0.05458241360959281,-0.10492252292813656,10.916482721918563
126,0.2058549510171318,0.2142976579359696,41.17099020342636
127,0.48317772948153204,-0.05244535484132472,96.63554589630641
128,0.10096424133448237,-0.11914432510958267,20.192848266896473
129,0.2448890792623667,-0.02142100194034255,48.97781585247334
130,0.05812223745379727,0.13172678246498198,11.624447490759454
131,0.5083426441923307,0.1426029097598538,101.66852883846613
132,0.3433280569735049,-0.025486013996024265,68.66561139470097
133,0.45737061620028213,0.03526542332505725,91.47412324005643
134,0.4138589036236194,-0.030177578168089164,82.77178072472388
135,0.3970154598641038,-0.17270444661806067,79.40309197282076
136,0.06845001038749804,0.1635607366259006,13.690002077499608
137,0.724136933115905,0.16095630568845398,144.82738662318098
138,0.390362621764406,-0.007483192414066087,78.0725243528812
139,0.7091705482877728,-0.06944907867416006,141.83410965755456
