time,strain,strain_rate,stress,test_type,test_id,E_true,eta_true,tau_true
0.0,3.312114085665033e-05,4.898523176013679e-05,-21914.834588911137,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
0.9018036072144289,3.5870649637115166e-05,4.9782793726420004e-05,4208.483125713313,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
1.8036072144288577,0.00013336854686758206,4.8809021856492364e-05,10413.578281601709,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
2.7054108216432864,0.00023682691127448573,4.9537145090473703e-05,26863.166471280627,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
3.6072144288577155,0.0001647472607447038,4.715396645036192e-05,-14953.567877144145,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
4.509018036072145,0.00020983853585057608,5.032057263692756e-05,39600.05964353776,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
5.410821643286573,0.00037584375934386296,5.000181178535635e-05,-39292.40879248075,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
6.312625250501002,0.00036680418282229797,4.877194568798475e-05,18096.466186469966,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
7.214428857715431,0.00032941666292153057,5.099082211526724e-05,26387.705290515292,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
8.11623246492986,0.000441989790342921,5.140913360748125e-05,59508.60616323358,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
9.01803607214429,0.0004200008868806513,4.758389635077885e-05,48623.69844920494,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
9.919839679358718,0.00046493689790763463,4.885365256890847e-05,16950.27423352666,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
10.821643286573146,0.0005572163260592018,4.88440071942073e-05,32156.470545521785,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
11.723446893787575,0.0004585938891583879,4.8587360033777145e-05,66689.38159752451,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
12.625250501002004,0.000516244166602963,5.124667033368311e-05,64092.58869220163,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
13.527054108216433,0.0006388590999940519,4.97086864062837e-05,55814.1807056384,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
14.428857715430862,0.0006539068149806695,4.960244387314647e-05,62682.17321386344,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
15.330661322645291,0.0007874872308236004,4.69882681954861e-05,96888.21395524181,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
16.23246492985972,0.0007510757603296763,5.0955010046964606e-05,70377.41199999192,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
17.13426853707415,0.0007625403304345343,4.8137439981864225e-05,85538.30474193904,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
18.03607214428858,0.0009995337786370443,5.009007655012011e-05,147065.50083761776,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
18.937875751503007,0.000931838914253796,5.041688738744025e-05,60044.70381592077,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
19.839679358717436,0.0009964867814065703,5.2045020077706635e-05,53323.7939444463,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
20.741482965931866,0.0009420712475844693,4.8032890834999745e-05,124317.80407398863,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
21.64328657314629,0.0010458646243110244,4.546178372560324e-05,91279.59701009076,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
22.54509018036072,0.001134650881148149,5.027631913798832e-05,104462.45938774636,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
23.44689378757515,0.0010955958788771935,5.270610241803934e-05,96714.12387244137,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
24.34869739478958,0.0012424865959883783,5.1862091030557826e-05,113910.46139323054,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
25.250501002004007,0.0012224741706715549,5.031511042889681e-05,165003.23393928364,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
26.152304609218437,0.0012881649496196406,4.926108880389283e-05,148685.57869423373,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
27.054108216432866,0.001312583321814896,5.121307572696196e-05,154070.8256285621,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
27.955911823647295,0.0015213063997286914,4.8536795687720984e-05,100071.25026106345,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
28.857715430861724,0.001441985770045225,5.071594829554183e-05,110590.50468623627,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
29.759519038076153,0.0014174472736867916,5.075970315209025e-05,71510.45878424864,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
30.661322645290582,0.0015879138263145813,5.159345669372878e-05,126747.61795480846,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
31.56312625250501,0.0014967498653768612,5.4147668051690344e-05,175261.41575378441,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
32.46492985971944,0.001637173618895393,5.0589786838629143e-05,167759.85539891353,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
33.366733466933866,0.0015376649181488428,4.9235046295538474e-05,152644.9840378129,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
34.2685370741483,0.0016248627631883193,4.99615627446399e-05,161295.40592677394,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
35.170340681362724,0.0017716438368437521,4.734114365238297e-05,147940.63813510083,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
36.07214428857716,0.0018528485244774639,4.8955871586253496e-05,174151.77665086227,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
36.97394789579158,0.0018601243149714301,4.938486347276693e-05,191892.37814102916,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
37.875751503006015,0.0018860760915382685,4.921231431635594e-05,134913.7149645171,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
38.77755511022044,0.0019188000149159292,5.0228983797403894e-05,186966.6271980096,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
39.67935871743487,0.0018853793717937095,4.876393293720304e-05,206433.89335810594,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
40.5811623246493,0.0019810585549625732,5.168486807007631e-05,175611.8435652524,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
41.48296593186373,0.00204343267972481,5.0000311210994735e-05,207277.54106908504,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
42.38476953907816,0.0021897279001866312,4.9986021957663923e-05,264245.9808642505,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
43.28657314629258,0.002187241291675303,4.950718624003581e-05,193452.4315082691,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
44.188376753507015,0.0020918584642338088,5.023324591880377e-05,209341.76266055528,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
45.09018036072144,0.002276119094444474,5.124009249821129e-05,183859.05752197502,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
45.99198396793587,0.0022739217249973585,4.869673501748476e-05,210392.31696664725,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
46.8937875751503,0.0022995518911599106,4.901087499998546e-05,220647.20175118567,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
47.79559118236473,0.002430566431001296,4.954351089327625e-05,217056.26540546658,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
48.69739478957916,0.002503617288145958,4.7977205252719645e-05,189349.82077774193,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
49.59919839679359,0.0025420581302797356,4.876868541669942e-05,223556.29779166493,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
50.501002004008015,0.0024690906683470515,4.92842574538534e-05,258491.15908522584,ramp,ramp_0.00005,1000000.0,100000000.0,100.0
